0,0,1,0.000556,0.002247,0.002247,0.000556,0.001452,0.001452,0.000505,0.002331,0.002331,0.000505,0.001472,0.001472
0,1,2,0.000912,0.004494,0.004494,0.000912,0.003938,0.003938,0.000793,0.004662,0.004662,0.000793,0.004061,0.004061
0,2,1,0.000734,0.002247,0.002247,0.000734,0.001674,0.001674,0.000697,0.002331,0.002331,0.000697,0.001712,0.001712
0,3,1,0.001057,0.002247,0.002247,0.001057,0.002236,0.002236,0.001045,0.002331,0.002331,0.001045,0.002319,0.002319
0,4,1,0.000985,0.002247,0.002247,0.000985,0.002219,0.002219,0.000967,0.002331,0.002331,0.000967,0.002301,0.002301
0,5,1,0.001007,0.002247,0.002247,0.001007,0.002153,0.002153,0.000991,0.002331,0.002331,0.000991,0.002229,0.002229
0,6,1,0.000734,0.002247,0.002247,0.000734,0.002136,0.002136,0.000697,0.002331,0.002331,0.000697,0.002211,0.002211
0,7,1,0.001007,0.002247,0.002247,0.001007,0.002231,0.002231,0.000991,0.002331,0.002331,0.000991,0.002313,0.002313
0,8,11,0.011381,0.024719,0.016591,0.007639,0.024474,0.016427,0.011234,0.025641,0.017210,0.007540,0.025377,0.017033
0,9,2,0.002392,0.004494,0.004494,0.002392,0.004428,0.004428,0.002391,0.004662,0.004662,0.002391,0.004590,0.004590
0,10,1,0.001263,0.002247,0.002247,0.001263,0.002236,0.002236,0.001268,0.002331,0.002331,0.001268,0.002319,0.002319
0,11,1,0.001836,0.002247,0.002247,0.001836,0.002236,0.002236,0.001886,0.002331,0.002331,0.001886,0.002319,0.002319
0,12,1,0.001747,0.002247,0.002247,0.001747,0.002214,0.002214,0.001790,0.002331,0.002331,0.001790,0.002295,0.002295
0,13,1,0.001786,0.002247,0.002247,0.001786,0.002225,0.002225,0.001832,0.002331,0.002331,0.001832,0.002307,0.002307
0,14,1,0.001685,0.002247,0.002247,0.001685,0.002231,0.002231,0.001724,0.002331,0.002331,0.001724,0.002313,0.002313
0,15,8,0.014863,0.017978,0.013914,0.011503,0.017844,0.013811,0.015284,0.018648,0.014433,0.011829,0.018504,0.014322
0,16,1,0.002047,0.002247,0.002247,0.002047,0.002214,0.002214,0.002115,0.002331,0.002331,0.002115,0.002295,0.002295
0,17,1,0.002180,0.002247,0.002247,0.002180,0.002203,0.002203,0.002259,0.002331,0.002331,0.002259,0.002283,0.002283
0,18,3,0.006575,0.006742,0.006742,0.006575,0.006658,0.006658,0.006813,0.006993,0.006993,0.006813,0.006903,0.006903
0,19,1,0.002236,0.002247,0.002247,0.002236,0.002236,0.002236,0.002319,0.002331,0.002331,0.002319,0.002319,0.002319
1,0,3,0.005290,0.006742,0.006742,0.005290,0.006558,0.006558,0.005419,0.006993,0.006993,0.005419,0.006794,0.006794
1,1,10,0.003613,0.022472,0.015707,0.002525,0.009981,0.006976,0.002856,0.023310,0.016293,0.001996,0.009762,0.006824
1,2,3,0.003306,0.006742,0.006742,0.003306,0.006576,0.006576,0.003267,0.006993,0.006993,0.003267,0.006814,0.006814
1,3,2,0.002192,0.004494,0.004494,0.002192,0.004458,0.004458,0.002165,0.004662,0.004662,0.002165,0.004622,0.004622
1,4,4,0.008793,0.008989,0.008989,0.008793,0.008817,0.008817,0.009111,0.009324,0.009324,0.009111,0.009138,0.009138
1,5,7,0.014530,0.015730,0.013010,0.012018,0.014745,0.012195,0.015015,0.016317,0.013496,0.012419,0.015248,0.012611
1,6,3,0.001947,0.006742,0.006742,0.001947,0.006484,0.006484,0.001793,0.006993,0.006993,0.001793,0.006714,0.006714
1,7,1,0.000955,0.002247,0.002247,0.000955,0.002137,0.002137,0.000930,0.002331,0.002331,0.000930,0.002211,0.002211
1,8,1,0.000906,0.002247,0.002247,0.000906,0.002198,0.002198,0.000877,0.002331,0.002331,0.000877,0.002278,0.002278
1,9,2,0.003404,0.004494,0.004494,0.003404,0.004396,0.004396,0.003480,0.004662,0.004662,0.003480,0.004556,0.004556
